Tippecanoe, IN,30711,27207,3998
Tipton, IN,5589,1587,334
Union, IN,2445,715,126
Vanderburgh, IN,40422,28296,3239
Vermillion, IN,4511,2081,321
Vigo, IN,21924,15922,1723
Wabash, IN,9819,3018,578
Warren, IN,2896,839,184
Warrick, IN,19133,9086,1390
Washington, IN,8206,2636,491
Wayne, IN,16028,8322,1225
Wells, IN,9999,2585,539
White, IN,6813,2563,526
Whitley, IN,11357,3379,799
Allen, KS,3575,1398,341
Anderson, KS,2386,665,226
Atchison, KS,3977,1946,470
Barber, KS,1822,281,106
Barton, KS,7766,1823,499
Bourbon, KS,4314,1306,298
Brown, KS,2861,850,249
Butler, KS,18781,6489,1781
Chase, KS,964,313,65
Chautauqua, KS,1552,236,57
Cherokee, KS,6017,1959,410
Cheyenne, KS,1172,188,49
Clark, KS,813,118,52
Clay, KS,2831,665,231
Cloud, KS,2856,744,231
Coffey, KS,2990,719,253
Comanche, KS,705,102,50
Cowley, KS,8016,3436,719
Crawford, KS,8394,5064,946
Decatur, KS,1220,178,62
Dickinson, KS,5905,1582,521
Doniphan, KS,2601,584,181
Douglas, KS,14308,30089,3834
Edwards, KS,1033,208,67
Elk, KS,1048,160,51
Ellis, KS,8311,2669,680
Ellsworth, KS,1933,515,178
Finney, KS,6155,3006,570
Ford, KS,4994,2032,399
Franklin, KS,7025,2829,804
Geary, KS,4116,2569,444
Gove, KS,1127,149,52
Graham, KS,1013,185,67
Grant, KS,1755,427,129
Gray, KS,1651,257,103
Greeley, KS,523,83,33
Greenwood, KS,2146,484,181
Hamilton, KS,690,114,43
Harper, KS,1950,388,175
Harvey, KS,8503,5006,1031
Haskell, KS,1011,228,61
Hodgeman, KS,845,124,37
Jackson, KS,3888,1489,350
Jefferson, KS,5112,2483,556
Jewell, KS,1204,180,99
Johnson, KS,133907,126324,19522
Kearny, KS,1048,224,53
Kingman, KS,2507,594,180
Kiowa, KS,855,111,57
Labette, KS,5232,2234,453
Lane, KS,684,104,43
Leavenworth, KS,17387,10064,2225
Lincoln, KS,1168,214,66
Linn, KS,3377,721,181
Logan, KS,1124,149,75
Lyon, KS,6354,4456,935
Marion, KS,3928,1177,360
Marshall, KS,3250,1060,268
McPherson, KS,8407,3183,853
Meade, KS,1390,206,79
Miami, KS,9839,3949,924
Mitchell, KS,2216,469,139
Montgomery, KS,8466,2557,600
Morris, KS,1790,586,192
Morton, KS,970,145,45
Nemaha, KS,4066,714,245
Neosho, KS,4340,1464,347
Ness, KS,1216,160,59
Norton, KS,1808,277,105
Osage, KS,4713,1730,451
Osborne, KS,1437,231,85
Ottawa, KS,2261,424,181
Pawnee, KS,1872,567,163
Phillips, KS,2200,296,115
Pottawatomie, KS,7451,2191,717
Pratt, KS,2824,769,213
Rawlins, KS,1209,160,79
Reno, KS,15100,6670,1678
Republic, KS,1993,370,121
Rice, KS,2652,668,247
Riley, KS,9817,8892,1766
Rooks, KS,1999,273,106
Rush, KS,1177,227,70
Russell, KS,2544,454,150
Saline, KS,13367,6084,1755
Scott, KS,1832,232,95
Sedgwick, KS,101319,66716,12715
Seward, KS,3025,1491,227
Shawnee, KS,35349,33270,5029
Sheridan, KS,1186,126,50
Sherman, KS,2043,340,154
Smith, KS,1635,295,84
Stafford, KS,1485,303,96
Stanton, KS,580,132,30
Stevens, KS,1564,215,74
Sumner, KS,6844,2039,611
Thomas, KS,2832,467,184
Trego, KS,1211,193,55
Wabaunsee, KS,2358,773,209
Wallace, KS,711,45,23
Washington, KS,2136,378,163
Wichita, KS,765,139,30
Wilson, KS,2747,550,185
Woodson, KS,1063,270,87
Wyandotte, KS,15520,29346,2601
Adair, KY,6637,1323,268
Allen, KY,6466,1349,270
Anderson, KY,8242,2634,538
Ballard, KY,3161,816,120
Ballard, KY,3161,816,120
Barren, KY,13483,4275,715
Bath, KY,3082,1361,134
Bell, KY,7764,1720,230
Boone, KY,39082,15026,3442
Bourbon, KY,5569,2791,431
Boyd, KY,13591,6021,831
Boyle, KY,8040,4281,607
Bracken, KY,2711,705,106
Breathitt, KY,3991,1537,200
Breckinridge, KY,6484,1960,321
Bullitt, KY,26210,8255,1571
Butler, KY,4428,947,200
Caldwell, KY,4507,1260,205
Calloway, KY,10367,4749,923
Campbell, KY,25050,14658,2763
Carlisle, KY,2094,432,73
Carroll, KY,2588,1106,157
Carter, KY,7587,2276,404
Casey, KY,5482,767,189
Christian, KY,14108,7188,773
Clark, KY,10710,4706,777
Clay, KY,5861,752,149
Clinton, KY,3809,547,98
Crittenden, KY,3290,617,129
Cumberland, KY,2502,459,100
Daviess, KY,28907,14163,2682
Edmonson, KY,4135,979,125
Elliott, KY,2000,740,107
Estill, KY,4236,1108,194
Fayette, KY,56890,69776,9446
Fleming, KY,4722,1348,180
Floyd, KY,11993,4015,513
Franklin, KY,11819,10717,1304
Fulton, KY,1549,774,58
Fulton, KY,1549,774,58
Gallatin, KY,2443,749,142
Garrard, KY,5904,1453,256
Grant, KY,7268,1910,373
Graves, KY,12671,3308,603
Grayson, KY,8219,1959,386
Green, KY,4372,832,127
Greenup, KY,11546,4146,573
Hancock, KY,2788,1244,260
Hardin, KY,26970,13944,2199
Harlan, KY,9129,1372,243
Harrison, KY,5435,2031,308
Hart, KY,5320,1730,211
Henderson, KY,12159,6707,826
Henry, KY,4944,1828,370
Hickman, KY,1657,449,51
Hopkins, KY,15277,4310,738
Jackson, KY,4889,482,126
Jefferson, KY,143758,190824,18196
Jessamine, KY,15474,6144,1674
Johnson, KY,8043,1250,267
Kenton, KY,42958,24213,4734
Knott, KY,4357,1245,154
Knox, KY,9885,1761,355
Larue, KY,4799,1278,282
Laurel, KY,20592,3440,779
Lawrence, KY,4816,1045,176
Lee, KY,2151,444,68
Leslie, KY,4015,400,72
Letcher, KY,7293,1542,296
Lewis, KY,4363,785,145
Lincoln, KY,7338,1865,352
Livingston, KY,3570,887,185
Logan, KY,7778,2755,363
Lyon, KY,2789,1045,125
Madison, KY,23431,11793,2094
Magoffin, KY,3824,1172,117
Marion, KY,5122,2679,307
Marshall, KY,12322,3672,684
Martin, KY,3503,363,85
Mason, KY,4944,1970,298
McCracken, KY,20774,9134,1376
McCreary, KY,5012,664,96
McLean, KY,3381,988,196
Meade, KY,8660,3026,537
Menifee, KY,2010,700,69
Mercer, KY,7740,2395,444
Metcalfe, KY,3491,976,149
Monroe, KY,4278,601,112
Montgomery, KY,7856,3158,423
Morgan, KY,3628,1006,132
Muhlenberg, KY,9393,3272,381
Nelson, KY,13430,6434,897
Nicholas, KY,1957,787,93
Ohio, KY,7942,2080,376
Oldham, KY,20469,10268,2101
Owen, KY,3745,1062,190
Owsley, KY,1474,256,27
Pendleton, KY,4604,1164,238
Perry, KY,8158,2136,272
Pike, KY,19740,4277,620
Powell, KY,3513,1272,167
Pulaski, KY,22900,4208,907
Robertson, KY,759,222,32
Rockcastle, KY,5609,915,162
Rowan, KY,5174,3295,360
Russell, KY,6863,1093,215
Scott, KY,15052,7713,1394
Shelby, KY,13196,6276,1091
Simpson, KY,5077,2144,303
Spencer, KY,7196,1921,392
Taylor, KY,8320,2553,428
Todd, KY,3612,1042,117
Trigg, KY,4928,1587,225
Trimble, KY,2771,879,136
Union, KY,4701,1331,177
Warren, KY,28673,16966,2777
Washington, KY,4013,1420,188
Wayne, KY,6370,1431,187
Webster, KY,4397,1240,167
Whitley, KY,11312,2067,386
Wolfe, KY,1804,753,77
Woodford, KY,7697,4958,892
Acadia, LA,21159,5638,589
Allen, LA,6867,2106,272
Ascension, LA,36135,16471,2057
Assumption, LA,6714,3931,259
Avoyelles, LA,11163,5032,386
Beauregard, LA,12238,2393,447
Bienville, LA,3756,3129,120
Bossier, LA,35451,12638,1729
Caddo, LA,48977,53448,3312
Calcasieu, LA,54182,26293,3298
Caldwell, LA,3822,788,82
Cameron, LA,3256,323,113
Catahoula, LA,3479,1322,55
Claiborne, LA,3585,2717,119
Concordia, LA,5474,3272,123
De Soto, LA,8067,5163,267
East Baton Rouge, LA,84620,102711,9001
East Carroll, LA,1059,1838,42
East Feliciana, LA,5569,4235,238
Evangeline, LA,10357,4208,314
Franklin, LA,6514,2506,142
Grant, LA,7406,1181,232
Iberia, LA,20903,10698,853
Iberia, LA,20903,10698,853
Iberville, LA,7320,8324,399
Jackson, LA,5169,2139,156
Jefferson Davis, LA,10775,3080,422
Jefferson, LA,100292,73540,7556
Jefferson, LA,100292,73540,7556
La Salle, LA,5835,605,128
Lafayette, LA,68191,32726,4682
Lafourche, LA,31958,8423,1263
Lincoln, LA,10761,7102,801
Livingston, LA,48797,6950,1953
Madison, LA,1927,2744,61
Madison, LA,1927,2744,61
Morehouse, LA,6502,5155,195
Natchitoches, LA,8965,7143,509
Orleans, LA,24267,133833,7519
Ouachita, LA,41712,24420,1855
Plaquemines, LA,6900,3347,325
Pointe Coupee, LA,6789,4764,208
Rapides, LA,36814,18318,1706
Red River, LA,2391,1938,93
Richland, LA,6286,3157,153
Sabine, LA,7877,1703,205
St. Bernard, LA,10232,4957,618
St. Bernard, LA,10232,4957,618
St. Charles, LA,16620,8558,1012
St. Helena, LA,2497,3353,114
St. James, LA,5456,6418,211
St. John the Baptist, LA,7569,12658,513
St. Landry, LA,21966,17208,796
St. Martin, LA,16872,8266,611
St. Martin, LA,16872,8266,611
St. Mary, LA,14353,8050,468
St. Tammany, LA,90914,27716,5759
Tangipahoa, LA,33933,16869,1579
Tensas, LA,1180,1329,34
Terrebonne, LA,31900,10664,1329
Union, LA,7972,2691,231
Vermilion, LA,19807,4745,701
Vernon, LA,13471,2665,497
Washington, LA,12552,5690,380
Webster, LA,11538,6259,343
West Baton Rouge, LA,6926,5382,402
West Carroll, LA,3970,715,74
West Feliciana, LA,3390,2247,161
West Feliciana, LA,3390,2247,161
Winn, LA,4605,1643,120
Barnstable, MA,53842,71632,7193
Berkshire, MA,16799,43540,4168
Bristol, MA,104775,127619,13674
Dukes, MA,2474,8338,622
Dukes, MA,2474,8338,622
Essex, MA,135405,220027,20708
Franklin, MA,10327,24369,3291
Hampden, MA,78230,110313,11677
Hampshire, MA,22089,54572,5668
Middlesex, MA,216163,508919,42255
Nantucket, MA,1892,4144,368
Norfolk, MA,119171,219129,19481
Norfolk, MA,119171,219129,19481
Norfolk, MA,119171,219129,19481
Plymouth, MA,114722,133828,15618
Suffolk, MA,50042,241212,12263
Suffolk, MA,50042,241212,12263
Worcester, MA,157138,197126,26708
Allegany, MD,20025,6665,1114
Anne Arundel, MD,114509,116074,12356
Baltimore, MD,131009,189437,14571
Baltimore city, MD,22726,178562,7692
Calvert, MD,24680,16669,2096
Caroline, MD,8999,3747,536
Carroll, MD,55593,24314,4972
Cecil, MD,27579,12651,2079
Charles, MD,24163,46063,2254
Dorchester, MD,7938,5695,401
Frederick, MD,56472,51891,6599
Garrett, MD,10189,2252,464
Harford, MD,74261,43803,6160
Howard, MD,44792,93808,7801
Kent, MD,4598,4178,390
Montgomery, MD,82985,309761,15554
Prince George's, MD,29290,313627,8174
Queen Anne's, MD,16211,7316,1106
Somerset, MD,5056,3484,228
St. Mary's, MD,26889,15786,2494
Talbot, MD,10098,7865,768
Washington, MD,38842,19193,2696
Wicomico, MD,20832,16327,1563
Worcester, MD,15910,8783,878
Androscoggin, ME,28189,22975,4176
Aroostook, ME,19419,13377,2167
Cumberland, ME,57697,102935,10617
Cumberland, ME,57697,102935,10617
Franklin, ME,7900,7001,1481
Hancock, ME,13682,16107,2194
Hancock, ME,13682,16107,2194
Hancock, ME,13682,16107,2194
Hancock, ME,13682,16107,2194
Hancock, ME,13682,16107,2194
Hancock, ME,13682,16107,2194
Kennebec, ME,31753,29296,4950
Knox, ME,9148,12440,1433
Knox, ME,9148,12440,1433
Knox, ME,9148,12440,1433
Knox, ME,9148,12440,1433
Lincoln, ME,9727,10241,1464
Lincoln, ME,9727,10241,1464
Oxford, ME,16214,12172,2708
Penobscot, ME,41601,32832,5795
Piscataquis, ME,5403,3098,643
Sagadahoc, ME,9304,10679,1613
Somerset, ME,14998,9092,1878
Waldo, ME,10378,10442,1810
Waldo, ME,10378,10442,1810
Washington, ME,9037,6358,1164
York, ME,50388,55828,7746
Alcona, MI,4201,1732,246
Alger, MI,2585,1663,265
Allegan, MI,33812,17932,3409
Alpena, MI,9090,4877,721
Antrim, MI,8469,4448,655
Arenac, MI,4704,2238,515
Baraga, MI,2158,1156,172
Barry, MI,19197,9109,1959
Bay, MI,28327,21641,2964
Benzie, MI,5539,4108,574
Berrien, MI,38646,29496,3740
Branch, MI,11025,4740,725
Calhoun, MI,31489,24154,3143
Cass, MI,14241,7270,1761
Charlevoix, MI,8674,5137,756
Charlevoix, MI,8674,5137,756
Cheboygan, MI,8680,4302,665
Chippewa, MI,9120,5378,936
Clare, MI,8507,4250,628
Clinton, MI,21635,16490,2439
Crawford, MI,4354,2110,369
Delta, MI,11112,6431,924
Dickinson, MI,8580,3923,637
Eaton, MI,27608,24534,3544
Emmet, MI,10616,6972,1186
Genesee, MI,84174,102744,9217
Gladwin, MI,8124,3794,554
Gogebic, MI,4019,2925,369
Grand Traverse, MI,27412,20964,3084
Gratiot, MI,9878,5665,899
Hillsdale, MI,14094,4799,987
Houghton, MI,8475,6018,1130
Huron, MI,10629,4579,640
Ingham, MI,44354,81266,7858
Ionia, MI,16374,8206,1784
Iosco, MI,8344,4344,661
Iron, MI,3675,2004,231
Isabella, MI,12338,11404,1602
Jackson, MI,39793,25795,3979
Kalamazoo, MI,51031,67142,7793
Kalkaska, MI,6213,2279,428
Kent, MI,147959,138567,19744
Keweenaw, MI,814,527,88
Keweenaw, MI,814,527,88
Lake, MI,3159,1939,230
Lapeer, MI,30037,12734,2355
Leelanau, MI,7239,6774,744
Leelanau, MI,7239,6774,744
Leelanau, MI,7239,6774,744
Lenawee, MI,26428,16750,2717
Livingston, MI,65665,34378,5534
Luce, MI,1756,681,139
Mackinac, MI,3740,2085,263
Macomb, MI,224589,176238,17946
Manistee, MI,6915,4979,704
Marquette, MI,14646,16042,2209
Mason, MI,8505,5281,872
Mecosta, MI,10305,5827,1017
Menominee, MI,6704,3539,522
Midland, MI,23877,15655,2847
Missaukee, MI,5386,1565,350
Monroe, MI,43255,26859,3987
Montcalm, MI,16907,7874,1775
Montmorency, MI,3498,1286,224
Muskegon, MI,35962,36640,4512
Newaygo, MI,15174,6212,1219
Oakland, MI,289127,342976,31152
Oceana, MI,7228,3973,702
Ogemaw, MI,6827,3030,529
Ontonagon, MI,2069,1175,176
Osceola, MI,7336,2705,556
Oscoda, MI,2843,1044,175
Otsego, MI,8266,3556,707
Ottawa, MI,90456,46276,8673
Presque Isle, MI,4486,2400,329
Roscommon, MI,8141,4287,608
Saginaw, MI,45469,44395,4334
Sanilac, MI,13446,4873,924
Schoolcraft, MI,2556,1369,226
Shiawassee, MI,19232,12547,2265
St. Clair, MI,49067,24553,4374
St. Joseph, MI,14886,7529,1350
Tuscola, MI,17421,7493,1243
Van Buren, MI,17890,13258,2065
Washtenaw, MI,50335,128025,8841
Wayne, MI,228908,517842,28700
Wexford, MI,10000,4436,843
Aitkin, MN,5516,3134,535
Anoka, MN,93341,75499,15244
Becker, MN,10880,5208,1002
Beltrami, MN,10783,8688,1845
Benton, MN,12872,5640,1399
Big Stone, MN,1607,921,201
Blue Earth, MN,15667,14428,3161
Brown, MN,8708,3763,1192
Carlton, MN,8160,8460,1439
Carver, MN,29057,21508,4537
Cass, MN,9982,4949,954
Chippewa, MN,3764,1978,440
Chisago, MN,18441,9279,2289
Clay, MN,13549,12974,2585
Clearwater, MN,2925,1100,200
Cook, MN,1156,1912,292
Cottonwood, MN,3679,1678,340
Crow Wing, MN,22287,10982,2299
Dakota, MN,99624,110251,18784
Dodge, MN,6527,3102,935
Douglas, MN,13966,6227,1430
Faribault, MN,4659,2153,543
Fillmore, MN,6271,3872,833
Freeborn, MN,8808,6041,1080
Goodhue, MN,14041,9446,2051
Grant, MN,2063,1104,286
Hennepin, MN,191768,429283,51593
Houston, MN,5616,4145,754
Hubbard, MN,7269,3432,722
Isanti, MN,13635,5656,1584
Itasca, MN,12920,9015,1715
Jackson, MN,3609,1492,352
Kanabec, MN,5230,2327,568
Kandiyohi, MN,12785,7266,1597
Kittson, MN,1349,823,191
Koochiching, MN,3569,2306,438
Lac qui Parle, MN,2294,1301,240
Lake, MN,2932,3077,463
Lake of the Woods, MN,1540,553,137
Le Sueur, MN,9182,4623,1062
Lincoln, MN,1930,860,212
Lyon, MN,7256,3825,1048
Mahnomen, MN,991,930,153
Marshall, MN,3208,1225,361
Martin, MN,7062,2733,674
McLeod, MN,12155,4978,1551
Meeker, MN,8103,3192,903
Mille Lacs, MN,8340,3709,899
Morrison, MN,12925,3637,972
Mower, MN,8826,7444,1317
Murray, MN,2974,1295,373
Nicollet, MN,8436,7886,1592
Nobles, MN,5299,2733,560
Norman, MN,1699,1264,269
Olmsted, MN,35668,36266,7343
Otter Tail, MN,20939,9339,2006
Pennington, MN,4000,2146,525
Pine, MN,8191,4580,958
Pipestone, MN,3338,1127,314
Polk, MN,8979,4712,1007
Pope, MN,3793,2106,395
Ramsey, MN,70778,176929,21454
Red Lake, MN,1141,540,190
Redwood, MN,5137,1887,542
Renville, MN,4890,2117,556
Rice, MN,15429,14437,2351
Rock, MN,3091,1373,343
Roseau, MN,5451,1856,460
Scott, MN,39948,28502,5940
Sherburne, MN,31049,13299,3590
Sibley, MN,5193,1954,580
St. Louis, MN,44631,57769,8860
Stearns, MN,47618,25575,5792
Steele, MN,11198,6239,1603
Stevens, MN,2800,2116,434
Swift, MN,2962,1679,327
Todd, MN,8485,2783,676
Traverse, MN,1050,631,110
Wabasha, MN,6989,3866,909
Wadena, MN,4837,1684,373
Waseca, MN,5967,2838,774
Washington, MN,64429,67086,11328
Watonwan, MN,2768,1814,389
Wilkin, MN,2129,893,257
Winona, MN,12122,11366,2364
Wright, MN,43274,20336,5544
Yellow Medicine, MN,3382,1524,347
Adair, MO,6019,3495,623
Andrew, MO,6665,2045,430
Atchison, MO,2059,541,123
Audrain, MO,6981,2567,495
Barry, MO,11427,2710,467
Barton, MO,4958,795,179
Bates, MO,6000,1617,404
Benton, MO,7212,2024,348
Bollinger, MO,4827,705,137
Boone, MO,36146,41072,6094
Buchanan, MO,21315,12010,2238
Butler, MO,13647,3036,549
Caldwell, MO,3231,837,241
Callaway, MO,13052,4988,1087
Camden, MO,16721,4706,755
Cape Girardeau, MO,26939,8468,1468
Carroll, MO,3480,745,136
Carter, MO,2323,436,83
Cass, MO,33006,14816,2893
Cedar, MO,5019,1010,249
Chariton, MO,2948,888,126
Christian, MO,30941,8505,1948
Clark, MO,2458,724,134
Clay, MO,57328,45182,6727
Clinton, MO,7058,2572,567
Cole, MO,24610,10907,1744
Cooper, MO,5623,1932,421
Crawford, MO,7724,1824,372
Dade, MO,3184,637,130
Dallas, MO,5895,1271,274
Daviess, MO,2763,730,196
DeKalb, MO,3540,824,226
Dent, MO,5599,978,201
Douglas, MO,5486,984,194
Dunklin, MO,8026,2360,188
Franklin, MO,35420,12339,2286
Gasconade, MO,5670,1519,255
Gentry, MO,2304,605,124
Greene, MO,77387,42400,7822
Grundy, MO,3462,780,171
Harrison, MO,2965,574,143
Henry, MO,7072,2356,427
Hickory, MO,3539,1016,162
Holt, MO,1926,346,76
Howard, MO,3277,1279,295
Howell, MO,13888,2880,647
Iron, MO,3173,933,154
Jackson, MO,114777,163723,15563
Jasper, MO,35058,10565,2556
Jefferson, MO,68973,31546,5450
Johnson, MO,13702,5924,1461
Knox, MO,1413,379,75
Laclede, MO,12834,2543,582
Lafayette, MO,10977,4047,791
Lawrence, MO,13084,2898,692
Lewis, MO,3343,933,176
Lincoln, MO,18111,5561,1185
Linn, MO,4084,1239,249
Livingston, MO,4879,1265,264
Macon, MO,5794,1518,267
Madison, MO,4102,1005,211
Maries, MO,3559,794,145
Marion, MO,9418,2993,491
McDonald, MO,6599,1329,305
Mercer, MO,1486,216,37
Miller, MO,9285,1750,379
Mississippi, MO,3600,1458,107
Moniteau, MO,5344,1237,227
Monroe, MO,3159,853,135
Montgomery, MO,4124,1118,182
Morgan, MO,6757,1768,290
New Madrid, MO,5270,1933,149
Newton, MO,20546,4988,972
Nodaway, MO,6379,2529,531
Oregon, MO,3668,865,131
Osage, MO,5845,998,235
Ozark, MO,3639,724,138
Pemiscot, MO,3964,1946,115
Perry, MO,6907,1520,305
Pettis, MO,12792,4322,931
Phelps, MO,12699,4761,1039
Pike, MO,5274,1806,295
Platte, MO,24975,18915,2751
Polk, MO,10435,2630,644
Pulaski, MO,9870,2918,655
Putnam, MO,1936,352,54
Ralls, MO,3969,1138,159
Randolph, MO,7529,2283,497
Ray, MO,7103,3088,644
Reynolds, MO,2402,540,90
Ripley, MO,4520,830,168
Saline, MO,5977,2787,481
Schuyler, MO,1505,354,74
Scotland, MO,1525,365,78
Scott, MO,13168,3574,502
Shannon, MO,2966,776,162
Shelby, MO,2524,606,122
St. Charles, MO,120899,68225,10389
St. Clair, MO,3501,936,193
St. Francois, MO,17467,6250,997
St. Louis, MO,199081,280866,23546
St. Louis, MO,20281,101487,5635
Ste. Genevieve, MO,5495,2540,424
Stoddard, MO,11077,1873,328
Stone, MO,13149,2886,503
Sullivan, MO,1884,526,74
Taney, MO,18240,4367,792
Texas, MO,8875,1728,332
Vernon, MO,6526,1706,344
Warren, MO,11109,3915,742
Washington, MO,7047,1926,306
Wayne, MO,4640,946,152
Webster, MO,12829,3173,688
Worth, MO,808,195,43
Wright, MO,6703,1166,217
Adams, MS,5125,6921,168
Alcorn, MS,11817,2684,280
Amite, MS,4282,2688,63
Attala, MS,4288,2847,107
Benton, MS,2240,1713,43
Bolivar, MS,4251,8410,170
Calhoun, MS,4360,1884,95
Carroll, MS,3774,1648,48
Chickasaw, MS,4127,3649,114
Choctaw, MS,2763,1198,59
Claiborne, MS,414,2523,17
Clarke, MS,5088,2556,69
Clay, MS,4136,5695,129
Coahoma, MS,2426,6378,108
Copiah, MS,5576,6203,127
Covington, MS,5423,3267,100
DeSoto, MS,42155,19892,1975
Forrest, MS,15149,11271,864
Franklin, MS,2685,1471,63
George, MS,8652,1013,166
Greene, MS,4309,956,60
Grenada, MS,5940,4386,116
Hancock, MS,13720,3320,477
Harrison, MS,39710,20679,1687
Harrison, MS,39710,20679,1687
Harrison, MS,39710,20679,1687
Hinds, MS,24919,64922,1695
Holmes, MS,1151,5820,74
Humphreys, MS,924,2652,23
Issaquena, MS,298,395,6
Itawamba, MS,8385,1100,149
Jackson, MS,31204,13087,1174
Jackson, MS,31204,13087,1174
Jackson, MS,31204,13087,1174
Jasper, MS,4032,4367,69
Jefferson, MS,489,3337,33
Jefferson Davis, MS,2466,3720,51
Jones, MS,20076,7748,426
Kemper, MS,1778,2827,34
Lafayette, MS,10872,7968,802
Lamar, MS,18493,5044,642
Lauderdale, MS,17574,10910,483
Lawrence, MS,4072,2181,76
Leake, MS,4775,3579,82
Lee, MS,21695,9635,644
Leflore, MS,2757,6677,132
Lincoln, MS,10550,4458,185
Lowndes, MS,13124,11545,470
Madison, MS,25607,18358,1083
Marion, MS,7697,3572,174
Marshall, MS,6525,7944,229
Monroe, MS,10107,5485,189
Montgomery, MS,2334,1775,53
Neshoba, MS,7613,2668,157
Newton, MS,5929,2549,116
Noxubee, MS,1181,4330,27
Oktibbeha, MS,7671,7851,629
Panola, MS,7371,7300,183
Pearl River, MS,15530,2919,444
Perry, MS,4135,1220,77
Pike, MS,7748,7636,249
Pontotoc, MS,9442,2123,246
Prentiss, MS,7647,2067,157
Quitman, MS,998,2303,52
Rankin, MS,46168,13741,1447
Scott, MS,5742,3999,126
Sharkey, MS,619,1290,17
Simpson, MS,7393,3871,152
Smith, MS,5877,1598,81
Stone, MS,4810,1400,158
Sunflower, MS,2768,6560,78
Tallahatchie, MS,2462,3337,71
Tate, MS,7385,3804,200
Tippah, MS,7182,1808,153
Tishomingo, MS,7117,990,203
Tunica, MS,840,2577,46
Union, MS,9161,1969,244
Walthall, MS,3374,2475,60
Warren, MS,9420,8518,349
Washington, MS,4541,9847,183
Wayne, MS,5957,3493,84
Webster, MS,3949,1001,74
Wilkinson, MS,1305,2826,43
Winston, MS,4874,3778,119
Yalobusha, MS,3366,2574,118
Yazoo, MS,4568,5221,103
Beaverhead, MT,3243,1115,318
Big Horn, MT,1833,2061,254
Blaine, MT,1259,1187,175
Broadwater, MT,2329,566,202
Carbon, MT,3729,1824,370
Carter, MT,677,70,30
Cascade, MT,19343,12053,2395
Chouteau, MT,1676,729,166
Custer, MT,3638,1172,335
Daniels, MT,729,167,56
Dawson, MT,3298,786,213
Deer Lodge, MT,1736,2018,345
Fallon, MT,1276,154,44
Fergus, MT,4235,1196,351
Flathead, MT,30079,13233,2832
Gallatin, MT,23360,23879,4930
Garfield, MT,653,34,28
Glacier, MT,1598,3076,295
Golden Valley, MT,365,71,32
Granite, MT,1185,469,108
Hill, MT,3446,2350,551
Jefferson, MT,4099,1975,461
Judith Basin, MT,867,232,90
Lake, MT,7453,4703,742
Lewis and Clark, MT,16665,14331,2701
Liberty, MT,695,205,49
Lincoln, MT,6720,2040,490
Madison, MT,3280,1175,253
McCone, MT,858,154,44
Meagher, MT,728,191,51
Mineral, MT,1322,515,137
Missoula, MT,21699,30740,4832
Musselshell, MT,1961,331,112
Park, MT,4872,3521,663
Petroleum, MT,276,30,13
Phillips, MT,1715,315,117
Pondera, MT,1786,737,169
Powder River, MT,880,127,40
Powell, MT,2017,549,202
Prairie, MT,555,100,31
Ravalli, MT,14673,6166,1224
Richland, MT,3885,669,258
Roosevelt, MT,1722,1504,260
Rosebud, MT,2211,969,177
Sanders, MT,4268,1211,392
Sheridan, MT,1237,476,112
Silver Bow, MT,6252,8545,1325
Stillwater, MT,3630,904,282
Sweet Grass, MT,1580,398,99
Teton, MT,2152,803,188
Toole, MT,1495,399,124
Treasure, MT,350,59,32
Valley, MT,2697,886,277
Wheatland, MT,698,179,55
Wibaux, MT,460,55,18
Yellowstone, MT,38675,21117,4883
Yellowstone, MT,38675,21117,4883
Alamance, NC,38235,29268,1761
Alexander, NC,13826,3750,435
Alleghany, NC,3789,1300,125
Anson, NC,4480,5785,129
Ashe, NC,9353,3476,331
Avery, NC,6226,1670,164
Beaufort, NC,14478,8699,422
Bertie, NC,3476,5837,67
Bladen, NC,8511,7021,211
Brunswick, NC,42440,23117,1698
Buncombe, NC,55339,74937,4231
Burke, NC,25741,10930,967
Cabarrus, NC,53224,35048,2730
Caldwell, NC,26499,8403,845
Camden, NC,3527,1266,146
Carteret, NC,26228,9806,885
Caswell, NC,5758,4549,208
Catawba, NC,48062,21050,1953
Chatham, NC,17012,20953,1115
Cherokee, NC,10711,2809,340
Chowan, NC,3983,2965,160
Clay, NC,4395,1352,138
Cleveland, NC,28394,14896,847
Columbus, NC,14177,8991,304
Craven, NC,27556,17481,1194
Cumberland, NC,50593,70523,3286
Currituck, NC,9070,2879,474
Dare, NC,11283,7079,647
Dare, NC,11283,7079,647
Dare, NC,11283,7079,647
Dare, NC,11283,7079,647
Davidson, NC,52870,17328,1815
Davie, NC,15502,5228,620
Duplin, NC,12151,8196,254
Durham, NC,27879,118783,3881
Edgecombe, NC,8219,16152,282
Forsyth, NC,74793,92488,5228
Franklin, NC,16320,12811,771
Gaston, NC,61467,30982,2423
Gates, NC,2851,2371,106
Graham, NC,3260,761,73
Granville, NC,13500,12827,593
Greene, NC,4358,3570,85
Guilford, NC,97461,147949,6677
Halifax, NC,8954,15642,285
Harnett, NC,27278,16452,1225
Haywood, NC,18844,10414,898
Henderson, NC,35535,19664,1611
Hertford, NC,3081,6886,133
Hoke, NC,7676,9608,563
Hyde, NC,1275,956,42
Hyde, NC,1275,956,42
